Date of Trade,Action,Symbol,Description,Type,Quantity,Price ($),Commission ($),Fees ($),Accrued Interest ($),Amount ($),Cash Balance ($),Settlement Date,unadjusted_quantity,unadjusted_price,split_adjustment_factor
 06/17/2022, YOU BOUGHT SHORT COVER DIREXION SHS ETF TR DAILY JR GLD MIN... (JNUG) (Short),JNUG, DIREXION SHS ETF TR DAILY JR GLD MIN IN,BTC,93.0,44.74,,,,-4161.24,94507.47,6/22/2022,93,44.74,1.0
 06/17/2022, YOU BOUGHT SHORT COVER DIREXION SHS ETF TR DLY JR GOLD 2X 1... (25460G807) (Short),JDST, DIREXION SHS ETF TR DLY JR GOLD 2X 1 FO,BTC,74.8,107.4,,,,-8033.52,94507.47,6/22/2022,748,10.74,0.1
 06/22/2022, YOU SOLD SHORT SALE DIREXION DAILY SEMICONDUCTOR BULL 3X... (SOXL) (Short),SOXL, DIREXION DAILY SEMICONDUCTOR BULL 3X SH,Short,-30.0,14.29,,0.01,,428.7,94507.47,6/24/2022,-30,14.29,1.0
 06/23/2022, YOU SOLD SHORT SALE DIREXION DAILY SMALL CAP BULL 3X SHARES (TNA) (Short),TNA, DIREXION DAILY SMALL CAP BULL 3X SHARES,Short,-30.0,31.5,,0.03,,944.97,94507.47,6/27/2022,-30,31.5,1.0
 06/23/2022, YOU SOLD SHORT SALE DIREXION DAILY SEMICONDUCTOR BULL 3X... (SOXL) (Short),SOXL, DIREXION DAILY SEMICONDUCTOR BULL 3X SH,Short,-60.0,13.48,,0.02,,808.78,94507.47,6/27/2022,-60,13.48,1.0
 06/29/2022, YOU SOLD SHORT SALE DIREXION DAILY SEMICONDUCTOR BULL 3X... (SOXL) (Short),SOXL, DIREXION DAILY SEMICONDUCTOR BULL 3X SH,Short,-37.0,13.69,,0.02,,506.54,98464.78,7/1/2022,-37,13.69,1.0
 07/05/2022, YOU SOLD SHORT SALE DIREXION DAILY SEMICONDUCTOR BULL 3X... (SOXL) (Short),SOXL, DIREXION DAILY SEMICONDUCTOR BULL 3X SH,Short,-55.0,10.93,,0.02,,601.3,99750.95,7/7/2022,-55,10.93,1.0
 07/06/2022, YOU SOLD SHORT SALE PROSHARES TR II ULTA BLMBG 2017 (UCO) (Short),UCO, PROSHARES TR II ULTA BLMBG 2017,Short,-20.0,34.56,,0.02,,691.18,99391.7,7/8/2022,-20,34.56,1.0
 07/06/2022, YOU SOLD SHORT SALE PROSHARES TR II ULTRA BLOOMBERG 1 FO... (74347Y870) (Short),BOIL, PROSHARES TR II ULTRA BLOOMBERG 1 FOR 2,Short,-0.7000000000000002,4118.999999999999,,0.07,,2883.23,99391.7,7/8/2022,-70,41.19,0.01
 07/06/2022, YOU BOUGHT SHORT COVER PROSHARES TR II ULSHT BLOOMB GAS (KOLD) (Short),KOLD, PROSHARES TR II ULSHT BLOOMB GAS,BTC,100.0,20.385,,,,-2038.52,99391.7,7/8/2022,50,40.77,2.0
 07/06/2022, YOU BOUGHT SHORT COVER PROSHARES TR II ULSHT BLOOMB GAS (KOLD) (Short),KOLD, PROSHARES TR II ULSHT BLOOMB GAS,BTC,80.0,20.04,,,,-1603.2,99391.7,7/8/2022,40,40.08,2.0
 07/06/2022, YOU SOLD SHORT SALE DIREXION SHS ETF TR DAILY JR GLD MIN... (JNUG) (Short),JNUG, DIREXION SHS ETF TR DAILY JR GLD MIN IN,Short,-100.0,30.38,,0.07,,3037.99,99391.7,7/8/2022,-100,30.38,1.0
 07/06/2022, YOU SOLD SHORT SALE DIREXION SHS ETF TR DLY JR GOLD 2X 1... (25460G807) (Short),JDST, DIREXION SHS ETF TR DLY JR GOLD 2X 1 FO,Short,-27.0,150.6,,0.1,,4066.29,99391.7,7/8/2022,-270,15.06,0.1
 07/06/2022, YOU SOLD SHORT SALE DIREXION SHS ETF TR OIL GAS BL 2X SH (GUSH) (Short),GUSH, DIREXION SHS ETF TR OIL GAS BL 2X SH,Short,-80.0,25.73,,0.05,,2058.35,99391.7,7/8/2022,-20,102.92,4.0
 07/06/2022, YOU SOLD SHORT SALE DIREXION DAILY SMALL CAP BULL 3X SHARES (TNA) (Short),TNA, DIREXION DAILY SMALL CAP BULL 3X SHARES,Short,-20.0,33.31,,0.02,,666.18,99391.7,7/8/2022,-20,33.31,1.0
 07/07/2022, YOU SOLD SHORT SALE DIREXION SHS ETF TR DAILY TECH OCT21 (TECS) (Short),TECS, DIREXION SHS ETF TR DAILY TECH OCT21,Short,-1.0,440.2,,0.02,,440.19,99391.7,7/11/2022,-10,44.02,0.1
 07/07/2022, YOU SOLD SHORT SALE DIREXION SHS ETF TR DLY SEMICNDTR BR... (25460G336) (Short),SOXS, DIREXION SHS ETF TR DLY SEMICNDTR BR 1 ,Short,-1.0,610.0999999999999,,0.02,,610.08,99391.7,7/11/2022,-10,61.01,0.1
 07/07/2022, YOU SOLD SHORT SALE DIREXION SHS ETF TR DAILY SM CP BEAR (TZA) (Short),TZA, DIREXION SHS ETF TR DAILY SM CP BEAR,Short,-20.0,41.69,,0.02,,833.78,99391.7,7/11/2022,-20,41.69,1.0
 07/11/2022, YOU SOLD SHORT SALE PROSHARES TR II ULSHT BLOOMB GAS (KOLD) (Short),KOLD, PROSHARES TR II ULSHT BLOOMB GAS,Short,-80.0,14.005,,0.03,,1120.26,103140.78,7/13/2022,-40,28.01,2.0
 07/11/2022, YOU SOLD SHORT SALE DIREXION DAILY SEMICONDUCTOR BULL 3X... (SOXL) (Short),SOXL, DIREXION DAILY SEMICONDUCTOR BULL 3X SH,Short,-40.0,12.91,,0.02,,516.4,103140.78,7/13/2022,-40,12.91,1.0
 07/11/2022, YOU SOLD SHORT SALE DIREXION DAILY TECHNOLOGY BULL 3X SH... (TECL) (Short),TECL, DIREXION DAILY TECHNOLOGY BULL 3X SHARE,Short,-20.0,30.66,,0.02,,613.19,103140.78,7/13/2022,-20,30.66,1.0
 07/12/2022, YOU SOLD SHORT SALE PROSHARES TR II ULTA BLMBG 2017 (UCO) (Short),UCO, PROSHARES TR II ULTA BLMBG 2017,Short,-30.0,33.82,,0.03,,1014.59,103140.78,7/14/2022,-30,33.82,1.0
 07/13/2022, YOU BOUGHT SHORT COVER DIREXION SHS ETF TR DAILY TECH OCT21 (TECS) (Short),TECS, DIREXION SHS ETF TR DAILY TECH OCT21,BTC,4.3,476.4,,,,-2048.52,103140.78,7/15/2022,43,47.64,0.1
 07/13/2022, YOU BOUGHT SHORT COVER DIREXION SHS ETF TR DLY SEMICNDTR BR... (25460G336) (Short),SOXS, DIREXION SHS ETF TR DLY SEMICNDTR BR 1 ,BTC,3.2,622.1999999999999,,,,-1991.0,103140.78,7/15/2022,32,62.22,0.1
 07/13/2022, YOU BOUGHT SHORT COVER DIREXION SHS ETF TR DAILY SM CP BEAR (TZA) (Short),TZA, DIREXION SHS ETF TR DAILY SM CP BEAR,BTC,45.0,44.77,,,,-2014.65,103140.78,7/15/2022,45,44.77,1.0
 07/13/2022, YOU BOUGHT SHORT COVER DIREXION DAILY SMALL CAP BULL 3X SHARES (TNA) (Short),TNA, DIREXION DAILY SMALL CAP BULL 3X SHARES,BTC,60.0,33.64,,,,-2018.4,103140.78,7/15/2022,60,33.64,1.0
 07/13/2022, YOU BOUGHT SHORT COVER DIREXION DAILY SEMICONDUCTOR BULL 3X... (SOXL) (Short),SOXL, DIREXION DAILY SEMICONDUCTOR BULL 3X SH,BTC,150.0,13.33,,,,-1998.75,103140.78,7/15/2022,150,13.33,1.0
 07/13/2022, YOU BOUGHT SHORT COVER DIREXION DAILY TECHNOLOGY BULL 3X SH... (TECL) (Short),TECL, DIREXION DAILY TECHNOLOGY BULL 3X SHARE,BTC,68.0,29.19,,,,-1984.85,103140.78,7/15/2022,68,29.19,1.0
 07/14/2022, YOU SOLD SHORT SALE PROSHARES TR II ULSHT BLOOMB GAS (KOLD) (Short),KOLD, PROSHARES TR II ULSHT BLOOMB GAS,Short,-68.0,11.94,,0.02,,811.9,103140.78,7/18/2022,-34,23.88,2.0
 07/15/2022, YOU SOLD SHORT SALE PROSHARES TR II ULSHT BLOOMB GAS (KOLD) (Short),KOLD, PROSHARES TR II ULSHT BLOOMB GAS,Short,-40.0,10.83,,0.01,,433.19,99789.45,7/19/2022,-20,21.66,2.0
 07/15/2022, YOU SOLD SHORT SALE PROSHARES TR II ULSHT BLOOMB GAS (KOLD) (Short),KOLD, PROSHARES TR II ULSHT BLOOMB GAS,Short,-84.0,11.73,,0.03,,985.29,99789.45,7/19/2022,-42,23.46,2.0
 07/15/2022, YOU SOLD SHORT SALE DIREXION SHS ETF TR DLY SEMICNDTR BR... (25460G336) (Short),SOXS, DIREXION SHS ETF TR DLY SEMICNDTR BR 1 ,Short,-1.0,547.4,,0.02,,547.38,99789.45,7/19/2022,-10,54.74,0.1
 07/20/2022, YOU BOUGHT SHORT COVER PROSHARES TR II ULTRA BLOOMBERG 1 FO... (74347Y870) (Short),BOIL, PROSHARES TR II ULTRA BLOOMBERG 1 FOR 2,BTC,0.2,7407.999999999998,,,,-1481.67,99789.45,7/22/2022,20,74.08,0.01
 07/20/2022, YOU SOLD SHORT SALE PROSHARES TR II ULSHT BLOOMB GAS (KOLD) (Short),KOLD, PROSHARES TR II ULSHT BLOOMB GAS,Short,-140.0,9.725,,0.04,,1361.46,99789.45,7/22/2022,-70,19.45,2.0
 07/20/2022, YOU SOLD SHORT SALE DIREXION SHS ETF TR DLY SEMICNDTR BR... (25460G336) (Short),SOXS, DIREXION SHS ETF TR DLY SEMICNDTR BR 1 ,Short,-5.0,444.5,,0.06,,2222.49,99789.45,7/22/2022,-50,44.45,0.1
 07/21/2022, YOU SOLD SHORT SALE PROSHARES TR II ULSHT BLOOMB GAS (KOLD) (Short),KOLD, PROSHARES TR II ULSHT BLOOMB GAS,Short,-80.0,8.205,,0.02,,656.38,99789.45,7/25/2022,-40,16.41,2.0
 07/21/2022, YOU SOLD SHORT SALE PROSHARES TR II ULSHT BLOOMB GAS (KOLD) (Short),KOLD, PROSHARES TR II ULSHT BLOOMB GAS,Short,-120.0,8.035,,0.03,,964.18,99789.45,7/25/2022,-60,16.07,2.0
 07/22/2022, YOU SOLD SHORT SALE PROSHARES TR II ULSHT BLOOMB GAS (KOLD) (Short),KOLD, PROSHARES TR II ULSHT BLOOMB GAS,Short,-150.0,7.425,,0.03,,1113.8,100348.36,7/26/2022,-75,14.85,2.0
 07/25/2022, YOU SOLD SHORT SALE PROSHARES TR II ULSHT BLOOMB GAS (KOLD) (Short),KOLD, PROSHARES TR II ULSHT BLOOMB GAS,Short,-120.0,7.0,,0.02,,839.99,100348.36,7/27/2022,-60,14.0,2.0
 07/27/2022, YOU SOLD SHORT SALE PROSHARES TR II ULSHT BLOOMB GAS (KOLD) (Short),KOLD, PROSHARES TR II ULSHT BLOOMB GAS,Short,-120.0,6.69,,0.02,,802.79,100348.36,7/29/2022,-60,13.38,2.0
 07/28/2022, YOU SOLD SHORT SALE DIREXION SHS ETF TR DLY SEMICNDTR BR... (25460G336) (Short),SOXS, DIREXION SHS ETF TR DLY SEMICNDTR BR 1 ,Short,-1.0,398.3,,0.01,,398.29,100348.36,8/1/2022,-10,39.83,0.1
 08/01/2022, YOU SOLD SHORT SALE PROSHARES ULTRAPRO S&P500 (UPRO) (Short),UPRO, PROSHARES ULTRAPRO S&P500,Short,-10.0,44.22,,0.02,,442.19,100892.66,8/3/2022,-10,44.22,1.0
 08/01/2022, YOU SOLD SHORT SALE PROSHARES ULTRAPRO QQQ (TQQQ) (Short),TQQQ, PROSHARES ULTRAPRO QQQ,Short,-10.0,33.27,,0.01,,332.69,100892.66,8/3/2022,-10,33.27,1.0
 08/01/2022, YOU SOLD SHORT SALE PROSHARES ULTRAPRO DOW30 (UDOW) (Short),UDOW, PROSHARES ULTRAPRO DOW30,Short,-10.0,58.3,,0.02,,582.98,100892.66,8/3/2022,-10,58.3,1.0
 08/01/2022, YOU SOLD SHORT SALE PROSHARES ULTRAPRO MIDCAP400 (UMDD) (Short),UMDD, PROSHARES ULTRAPRO MIDCAP400,Short,-10.0,21.49,,0.01,,214.92,100892.66,8/3/2022,-10,21.49,1.0
 08/01/2022, YOU SOLD SHORT SALE PROSHARES ULTRAPRO RUSSELL2000 (URTY) (Short),URTY, PROSHARES ULTRAPRO RUSSELL2000,Short,-10.0,51.83,,0.02,,518.28,100892.66,8/3/2022,-10,51.83,1.0
 08/01/2022, YOU SOLD SHORT SALE PROSHARES ULTRA REAL ESTATE (URE) (Short),URE, PROSHARES ULTRA REAL ESTATE,Short,-10.0,82.33,,0.02,,823.28,100892.66,8/3/2022,-10,82.33,1.0
 08/01/2022, YOU SOLD SHORT SALE PROSHARES ULTRA SMALLCAP600 (SAA) (Short),SAA, PROSHARES ULTRA SMALLCAP600,Short,-10.0,24.89,,0.01,,248.9,100892.66,8/3/2022,-10,24.89,1.0
 08/01/2022, YOU SOLD SHORT SALE PROSHARES TR ULTRA MATERIALS (UYM) (Short),UYM, PROSHARES TR ULTRA MATERIALS,Short,-100.0,20.68,,0.05,,2067.95,100892.66,8/3/2022,-100,20.68,1.0
 08/01/2022, YOU SOLD SHORT SALE PROSHARES ULTRA HEALTH CARE (RXL) (Short),RXL, PROSHARES ULTRA HEALTH CARE,Short,-10.0,91.86,,0.03,,918.55,100892.66,8/3/2022,-10,91.86,1.0
 08/01/2022, YOU SOLD SHORT SALE PROSHARES ULTRA UTILITIES (UPW) (Short),UPW, PROSHARES ULTRA UTILITIES,Short,-100.0,77.67,,0.18,,7766.82,100892.66,8/3/2022,-100,77.67,1.0
 08/01/2022, YOU SOLD SHORT SALE PROSHARES TR ULSHRT UTILS NEW (SDP) (Short),SDP, PROSHARES TR ULSHRT UTILS NEW,Short,-200.0,10.72,,0.05,,2143.97,100892.66,8/3/2022,-200,10.72,1.0
 08/01/2022, YOU SOLD SHORT SALE PROSHARES TR ULTRA ENERGY (DIG) (Short),DIG, PROSHARES TR ULTRA ENERGY,Short,-10.0,34.03,,0.01,,340.31,100892.66,8/3/2022,-10,34.03,1.0
 08/01/2022, YOU SOLD SHORT SALE PROSHARES TR ULTPRO SHT (SMDD) (Short),SMDD, PROSHARES TR ULTPRO SHT,Short,-40.0,23.47,,0.03,,938.81,100892.66,8/3/2022,-40,23.47,1.0
 08/01/2022, YOU SOLD SHORT SALE PROSHARES TR ULTRASHRT DOW 30 (SDOW) (Short),SDOW, PROSHARES TR ULTRASHRT DOW 30,Short,-10.0,121.92,,0.03,,1218.97,100892.66,8/3/2022,-40,30.48,0.25
 08/01/2022, YOU SOLD SHORT SALE PROSHARES TR ULTRASHORT MATER (SMN) (Short),SMN, PROSHARES TR ULTRASHORT MATER,Short,-200.0,12.57,,0.06,,2513.94,100892.66,8/3/2022,-200,12.57,1.0
 08/01/2022, YOU SOLD SHORT SALE PROSHARES TR ULTSHT SMLCP600 (SDD) (Short),SDD, PROSHARES TR ULTSHT SMLCP600,Short,-40.0,23.94,,0.03,,957.57,100892.66,8/3/2022,-40,23.94,1.0
 08/01/2022, YOU SOLD SHORT SALE PROSHARES TR ULTSHT HLTHCRE (RXD) (Short),RXD, PROSHARES TR ULTSHT HLTHCRE,Short,-20.0,12.93,,0.01,,258.59,100892.66,8/3/2022,-20,12.93,1.0
 08/01/2022, YOU SOLD SHORT SALE PROSHARES TR ULTSHT REAL EST (SRS) (Short),SRS, PROSHARES TR ULTSHT REAL EST,Short,-5.0,58.16,,0.01,,290.79,100892.66,8/3/2022,-20,14.54,0.25
 08/01/2022, YOU SOLD SHORT SALE PROSHARES TR ULTRAPRO SHT QQQ (SQQQ) (Short),SQQQ, PROSHARES TR ULTRAPRO SHT QQQ,Short,-10.0,200.1,,0.05,,2000.96,100892.66,8/3/2022,-50,40.02,0.2
 08/01/2022, YOU SOLD SHORT SALE PROSHARES TR ULTPRO SHT 2017 (SRTY) (Short),SRTY, PROSHARES TR ULTPRO SHT 2017,Short,-50.0,52.33,,0.06,,2616.52,100892.66,8/3/2022,-50,52.33,1.0
 08/01/2022, YOU SOLD SHORT SALE PROSHARES TR ULTRASHORT ENRGY (DUG) (Short),DUG, PROSHARES TR ULTRASHORT ENRGY,Short,-50.0,18.68,,0.03,,933.97,100892.66,8/3/2022,-50,18.68,1.0
 08/01/2022, YOU SOLD SHORT SALE PROSHARES TR ULTRAPRO SHORT S 1 FOR ... (74347B110) (Short),SPXU, PROSHARES TR ULTRAPRO SHORT S 1 FOR 5 R,Short,-10.0,77.55,,0.02,,775.23,100892.66,8/3/2022,-50,15.51,0.2
 08/01/2022, YOU BOUGHT SHORT COVER DIREXION SHS ETF TR DAILY TECH OCT21 (TECS) (Short),TECS, DIREXION SHS ETF TR DAILY TECH OCT21,BTC,3.7,336.79999999999995,,,,-1246.15,100892.66,8/3/2022,37,33.68,0.1
 08/01/2022, YOU BOUGHT SHORT COVER DIREXION SHS ETF TR DLY SEMICNDTR BR... (25460G336) (Short),SOXS, DIREXION SHS ETF TR DLY SEMICNDTR BR 1 ,BTC,13.7,393.5,,,,-5390.95,100892.66,8/3/2022,137,39.35,0.1
 08/01/2022, YOU BOUGHT SHORT COVER DIREXION SHS ETF TR DAILY SM CP BEAR (TZA) (Short),TZA, DIREXION SHS ETF TR DAILY SM CP BEAR,BTC,122.0,33.91,,,,-4137.02,100892.66,8/3/2022,122,33.91,1.0
 08/01/2022, YOU BOUGHT SHORT COVER DIREXION DAILY SMALL CAP BULL 3X SHARES (TNA) (Short),TNA, DIREXION DAILY SMALL CAP BULL 3X SHARES,BTC,103.0,43.25,,,,-4454.98,100892.66,8/3/2022,103,43.25,1.0
 08/01/2022, YOU BOUGHT SHORT COVER DIREXION DAILY SEMICONDUCTOR BULL 3X... (SOXL) (Short),SOXL, DIREXION DAILY SEMICONDUCTOR BULL 3X SH,BTC,351.0,19.67,,,,-6904.91,100892.66,8/3/2022,351,19.67,1.0
 08/01/2022, YOU BOUGHT SHORT COVER DIREXION DAILY TECHNOLOGY BULL 3X SH... (TECL) (Short),TECL, DIREXION DAILY TECHNOLOGY BULL 3X SHARE,BTC,52.0,39.47,,,,-2052.44,100892.66,8/3/2022,52,39.47,1.0
 08/03/2022, YOU SOLD SHORT SALE PROSHARES TR II ULSHT BLOOMB GAS (KOLD) (Short),KOLD, PROSHARES TR II ULSHT BLOOMB GAS,Short,-160.0,6.715,,0.03,,1074.37,100512.76,8/5/2022,-80,13.43,2.0
 08/03/2022, YOU SOLD SHORT SALE DIREXION SHS ETF TR DAILY REAL ESTAT (DRV) (Short),DRV, DIREXION SHS ETF TR DAILY REAL ESTAT,Short,-30.0,39.98,,0.03,,1199.37,100512.76,8/5/2022,-30,39.98,1.0
 08/03/2022, YOU SOLD SHORT SALE DIREXION SHS ETF TR DLY SEMICNDTR BR... (25460G336) (Short),SOXS, DIREXION SHS ETF TR DLY SEMICNDTR BR 1 ,Short,-10.0,362.3,,0.09,,3622.91,100512.76,8/5/2022,-100,36.23,0.1
 08/03/2022, YOU SOLD SHORT SALE DIREXION SHS ETF TR DAILY FINL BEAR (FAZ) (Short),FAZ, DIREXION SHS ETF TR DAILY FINL BEAR,Short,-80.0,23.33,,0.05,,1866.35,100512.76,8/5/2022,-80,23.33,1.0
 08/03/2022, YOU SOLD SHORT SALE DIREXION DAILY FINANCIAL BULL 3X SHARES (FAS) (Short),FAS, DIREXION DAILY FINANCIAL BULL 3X SHARES,Short,-10.0,75.13,,0.02,,751.28,100512.76,8/5/2022,-10,75.13,1.0
 08/03/2022, YOU SOLD SHORT SALE DIREXION SHS ETF TR DAILY REAL EST B (DRN) (Short),DRN, DIREXION SHS ETF TR DAILY REAL EST B,Short,-3.0,17.59,,0.01,,52.76,100512.76,8/5/2022,-3,17.59,1.0
 08/03/2022, YOU SOLD SHORT SALE DIREXION DAILY SEMICONDUCTOR BULL 3X... (SOXL) (Short),SOXL, DIREXION DAILY SEMICONDUCTOR BULL 3X SH,Short,-10.0,21.3,,0.01,,212.99,100512.76,8/5/2022,-10,21.3,1.0
 08/15/2022, YOU SOLD SHORT SALE PROSHARES TR II ULSHT BLOOMB GAS (KOLD) (Short),KOLD, PROSHARES TR II ULSHT BLOOMB GAS,Short,-100.0,5.835,,0.02,,583.48,102081.78,8/17/2022,-50,11.67,2.0
 08/23/2022, YOU BOUGHT SHORT COVER PROSHARES TR II ULTRA BLOOMBERG 1 FO... (74347Y870) (Short),BOIL, PROSHARES TR II ULTRA BLOOMBERG 1 FOR 2,BTC,0.44,11606.999999999996,,,,-5107.28,101472.41,8/25/2022,44,116.07,0.01
 08/23/2022, YOU BOUGHT SHORT COVER PROSHARES TR II ULSHT BLOOMB GAS (KOLD) (Short),KOLD, PROSHARES TR II ULSHT BLOOMB GAS,BTC,200.0,4.815,,,,-962.88,101472.41,8/25/2022,100,9.63,2.0
 08/23/2022, YOU BOUGHT SHORT COVER DIREXION SHS ETF TR OIL GAS BL 2X SH (GUSH) (Short),GUSH, DIREXION SHS ETF TR OIL GAS BL 2X SH,BTC,112.0,45.57,,,,-5103.84,101472.41,8/25/2022,28,182.28,4.0
 09/23/2022, YOU SOLD SHORT SALE PROSHARES TR II ULTA BLMBG 2017 (UCO) (Short),UCO, PROSHARES TR II ULTA BLMBG 2017,Short,-20.0,26.96,,0.02,,539.14,96931.15,9/27/2022,-20,26.96,1.0
 09/23/2022, YOU BOUGHT SHORT COVER PROSHARES TR II ULSHT BLOOMB GAS (KOLD) (Short),KOLD, PROSHARES TR II ULSHT BLOOMB GAS,BTC,150.0,8.235,,,,-1235.24,96931.15,9/27/2022,75,16.47,2.0
 10/03/2022, YOU BOUGHT SHORT COVER PROSHARES TR II ULSHT BLOOMB GAS (KOLD) (Short),KOLD, PROSHARES TR II ULSHT BLOOMB GAS,BTC,314.0,9.51,,,,-2985.46,95224.97,10/5/2022,157,19.02,2.0
 10/05/2022, YOU BOUGHT SHORT COVER PROSHARES TR II ULTRA BLOOMBERG 1 FO... (74347Y870) (Short),BOIL, PROSHARES TR II ULTRA BLOOMBERG 1 FOR 2,BTC,0.09,5554.999999999999,,,,-499.95,94701.24,10/7/2022,9,55.55,0.01
 10/17/2022, YOU BOUGHT SHORT COVER PROSHARES TR II ULSHT BLOOMB GAS (KOLD) (Short),KOLD, PROSHARES TR II ULSHT BLOOMB GAS,BTC,240.0,9.735,,,,-2336.4,96979.78,10/19/2022,120,19.47,2.0
 10/19/2022, YOU BOUGHT SHORT COVER PROSHARES TR II ULSHT BLOOMB GAS (KOLD) (Short),KOLD, PROSHARES TR II ULSHT BLOOMB GAS,BTC,200.0,11.06,,,,-2211.5,96979.78,10/21/2022,100,22.12,2.0
 10/21/2022, YOU BOUGHT SHORT COVER PROSHARES TR II ULSHT BLOOMB GAS (KOLD) (Short),KOLD, PROSHARES TR II ULSHT BLOOMB GAS,BTC,200.0,13.105,,,,-2620.68,97480.06,10/25/2022,100,26.21,2.0
 10/21/2022, YOU BOUGHT SHORT COVER PROSHARES TR II ULSHT BLOOMB GAS (KOLD) (Short),KOLD, PROSHARES TR II ULSHT BLOOMB GAS,BTC,100.0,13.115,,,,-1311.5,97480.06,10/25/2022,50,26.23,2.0
 10/28/2022, YOU SOLD SHORT SALE PROSHARES TR II ULTRA BLOOMBERG 1 FO... (74347Y870) (Short),BOIL, PROSHARES TR II ULTRA BLOOMBERG 1 FOR 2,Short,-0.8000000000000002,3576.9999999999995,,0.07,,2861.75,101228.57,11/1/2022,-80,35.77,0.01
 10/28/2022, YOU SOLD SHORT SALE PROSHARES ULTRAPRO QQQ (TQQQ) (Short),TQQQ, PROSHARES ULTRAPRO QQQ,Short,-10.0,21.62,,0.01,,216.19,101228.57,11/1/2022,-10,21.62,1.0
 10/28/2022, YOU SOLD SHORT SALE PROSHARES ULTRAPRO DOW30 (UDOW) (Short),UDOW, PROSHARES ULTRAPRO DOW30,Short,-10.0,56.7,,0.02,,566.98,101228.57,11/1/2022,-10,56.7,1.0
 10/28/2022, YOU SOLD SHORT SALE PROSHARES TR ULTRASHRT DOW 30 (SDOW) (Short),SDOW, PROSHARES TR ULTRASHRT DOW 30,Short,-10.0,113.28,,0.03,,1132.77,101228.57,11/1/2022,-40,28.32,0.25
 10/28/2022, YOU SOLD SHORT SALE PROSHARES TR ULTRAPRO SHT QQQ (SQQQ) (Short),SQQQ, PROSHARES TR ULTRAPRO SHT QQQ,Short,-10.0,252.0,,0.06,,2520.03,101228.57,11/1/2022,-50,50.4,0.2
 10/28/2022, YOU SOLD SHORT SALE DIREXION SHS ETF TR DLY S&P500 BR 3X (SPXS) (Short),SPXS, DIREXION SHS ETF TR DLY S&P500 BR 3X,Short,-100.0,22.22,,0.06,,2221.44,101228.57,11/1/2022,-100,22.22,1.0
 10/28/2022, YOU SOLD SHORT SALE DIREXION DLY S&P 500 BULL 3X (SPXL) (Short),SPXL, DIREXION DLY S&P 500 BULL 3X,Short,-10.0,67.38,,0.02,,673.79,101228.57,11/1/2022,-10,67.38,1.0
 11/04/2022, YOU SOLD SHORT SALE BANK MONTREAL QUE MICROSECTORS GOLD ... (GDXU) (Short),GDXU, BANK MONTREAL QUE MICROSECTORS GOLD 0.0,Short,-10.0,28.11,,0.01,,281.09,98218.64,11/8/2022,-10,28.11,1.0
 11/11/2022, YOU SOLD SHORT SALE DIREXION SHS ETF TR OIL GAS BL 2X SH (GUSH) (Short),GUSH, DIREXION SHS ETF TR OIL GAS BL 2X SH,Short,-80.0,50.5775,,0.1,,4046.1,102313.98,11/15/2022,-20,202.31,4.0
 11/11/2022, YOU SOLD SHORT SALE DIREXION SHS ETF TR DLY S&P OIL GAS (DRIP) (Short),DRIP, DIREXION SHS ETF TR DLY S&P OIL GAS,Short,-5.0,10.95,,0.01,,54.74,102313.98,11/15/2022,-5,10.95,1.0
 11/15/2022, YOU SOLD SHORT SALE DIREXION SHS ETF TR DAILY JR GLD MIN... (JNUG) (Short),JNUG, DIREXION SHS ETF TR DAILY JR GLD MIN IN,Short,-100.0,33.78,,0.08,,3377.92,102313.98,11/17/2022,-100,33.78,1.0
 11/15/2022, YOU SOLD SHORT SALE DIREXION SHS ETF TR DLY JR GOLD 2X 1... (25460G807) (Short),JDST, DIREXION SHS ETF TR DLY JR GOLD 2X 1 FO,Short,-23.0,92.7,,0.05,,2132.05,102313.98,11/17/2022,-230,9.27,0.1
 11/15/2022, YOU SOLD SHORT SALE DIREXION SHS ETF TR DAILY FINL BEAR (FAZ) (Short),FAZ, DIREXION SHS ETF TR DAILY FINL BEAR,Short,-80.0,17.4,,0.04,,1391.96,102313.98,11/17/2022,-80,17.4,1.0
 11/15/2022, YOU SOLD SHORT SALE DIREXION DAILY FINANCIAL BULL 3X SHARES (FAS) (Short),FAS, DIREXION DAILY FINANCIAL BULL 3X SHARES,Short,-10.0,83.71,,0.02,,837.09,102313.98,11/17/2022,-10,83.71,1.0
 11/15/2022, YOU SOLD SHORT SALE BANK OF MONTREAL MICROSECTORS FANG T... (FNGU) (Short),FNGU, BANK OF MONTREAL MICROSECTORS FANG TM 0,Short,-10.0,57.53,,0.02,,575.28,102313.98,11/17/2022,-10,57.53,1.0
 11/23/2022, YOU SOLD SHORT SALE BANK MONTREAL QUE ICROSECTORS FANG &... (BULZ) (Short),BULZ, BANK MONTREAL QUE ICROSECTORS FANG & 0.,Short,-10.0,29.52,,0.01,,295.2,109990.65,11/28/2022,-10,29.52,1.0
 11/28/2022, YOU SOLD SHORT SALE PROSHARES ULTRA REAL ESTATE (URE) (Short),URE, PROSHARES ULTRA REAL ESTATE,Short,-50.0,60.69,,0.07,,3034.43,107993.89,11/30/2022,-50,60.69,1.0
